run_id,shock_interval_years,homophily_bias,num_groups,out_group_trust_bias,out_group_penalty,intervention_interval,intervention_scale,event_bonus,base_trust_delta,group_trust_bias,resilience_threshold,resilience_noise,turnover_rate,social_diffusion,max_rounds,initial_population,max_population,final_cooperation_rate,behavioral_cooperation_rate,cooperation_resilience,final_constrained_rate,final_population,extinction_occurred,rounds_completed,total_defections,total_redemptions,redemption_rate,avg_trust_level,cooperation_benefit_total,in_group_interaction_rate,out_group_interaction_rate,avg_in_group_trust,avg_out_group_trust,trust_asymmetry,total_mixing_events,shock_frequency,trust_sensitivity,intervention_intensity,resilience_variability,social_cohesion_factor,outcome_category,extinction_category,shock_severity,trust_development,group_complexity
32,5,0.0,1,1.0965342457007758,1.452874645793463,0,0.26959544174274375,1.9505072648574342,0.17911301468854873,1.2438232489113472,0.20681776570427207,0.0371937207569612,0.022328991447014324,0.08842284871626402,300,200,800,0.9627659574468085,0.6599931507769168,0.9627659574468085,0.03723404255319149,752,False,300,121915,569,0.004645504718983704,0.7159421973397444,0,1.0,0.0,0.7159421973397444,0.7159421973397444,0.0,0,0.2,0.22278493185221654,0.26959544174274375,0.17983813252360709,0.06330564860496186,High_Coop,Survived,Occasional,Fast,Simple
33,5,0.3796674789328939,2,0.8207171212921652,1.205857636486192,25,0.17584362070878956,1.6569076308814852,0.17276486853908746,1.8977644319571974,0.10633395657548325,0.09008251600583415,0.035297579992965726,0.06472087596694534,300,200,800,0.710691823899371,0.13661560139978224,0.710691823899371,0.2893081761006289,795,False,300,475527,1320,0.0027681835054011034,0.393064786383196,0,0.7027704508533198,0.29722954914668015,0.4579594297309758,0.3281701430354162,0.1297892866955596,12,0.2,0.3278670226052412,0.007033744828351582,0.8471660315008339,0.025439497286480692,High_Coop,Survived,Occasional,Fast,Moderate
34,20,0.0,1,1.1186883442953874,1.1604298070603603,0,0.1399316942267952,2.0732576569560184,0.19954011937859395,1.9987171228677778,0.16474051083727825,0.00440174076148842,0.041173521929757845,0.04963309558393428,300,200,800,0.9974842767295597,0.761952109163421,0.9974842767295597,0.0025157232704402514,795,False,300,93732,89,0.0009486149156372241,0.911285713764673,0,1.0,0.0,0.911285713764673,0.911285713764673,0.0,0,0.05,0.39882425330107624,0.1399316942267952,0.026719237054182873,0.04522993093555579,High_Coop,Survived,Rare,Fast,Simple
35,5,0.6417679640698931,2,1.0306330768028824,1.4710958939318834,10,0.2380865137598095,2.3183955786752444,0.16592289218758127,1.6917440729834476,0.21661918060841243,0.12450459480895654,0.04216711942744454,0.04876066879970854,300,200,800,0.8477157360406091,0.32379347860530455,0.8477157360406091,0.15228426395939088,788,False,300,371892,1166,0.0031255193562395125,0.6641956586831375,0,0.804109936307078,0.19589006369292195,0.7145374717044682,0.6138538456618068,0.10068362604266146,30,0.2,0.2806990694306122,0.023808651375980948,0.5747625600801547,0.032386624531252725,High_Coop,Survived,Occasional,Fast,Moderate
36,10,0.111314135426069,3,1.0068784196830256,1.1302529271805488,15,0.13848847437375972,1.9863269804342827,0.13841495334666626,1.3789143262790253,0.17985283378770545,0.09556861109411004,0.03738791286685397,0.09501338511042996,300,200,800,0.5238693467336684,0.08022775776790665,0.5238693467336684,0.47613065326633164,796,False,300,546204,2797,0.0050947083885093105,0.34973012814880367,0,0.4813805504052699,0.51861944959473,0.3580513502338581,0.3414089060637493,0.016642444170108794,20,0.1,0.19086236214096103,0.009232564958250648,0.5313711720934975,0.033229043350522305,Medium_Coop,Survived,Rare,Moderate,Complex
37,20,0.09304669474015803,2,1.0719064697273015,1.4151489865241906,25,0.09202177205091176,2.236336262604958,0.15047758753906873,1.5601951312230493,0.37099496583332003,0.10563657545798673,0.04827742880917822,0.019405431116435747,300,200,800,0.8895939086294417,0.31001132882977384,0.8895939086294417,0.11040609137055837,788,False,300,374181,2036,0.005411770334673872,0.5757271807135039,0,0.5837284437544581,0.4162715562455419,0.6981103037482835,0.4533440576787243,0.2447662460695592,12,0.05,0.23477439943664521,0.0036808708820364705,0.2847385684080871,0.011172234147195656,High_Coop,Survived,Rare,Fast,Moderate
38,20,0.0,1,0.963383795772877,1.367225412398185,0,0.2335684737704271,2.003503929839309,0.15367081670642194,1.723361941305941,0.3268724735263109,0.10500360006405324,0.04268934253621559,0.045723542580490883,300,200,800,1.0,0.7616260932238944,1.0,0.0,787,False,300,98065,348,0.0035361181957668194,0.8339304263774814,0,1.0,0.0,0.8339304263774814,0.8339304263774814,0.0,0,0.05,0.2648304370012487,0.2335684737704271,0.32123720584750065,0.03813025335963769,High_Coop,Survived,Rare,Fast,Simple
39,2,0.42153840165065576,2,1.1715653069721952,1.129955362488178,20,0.2711668009828,1.6637719495448722,0.05065310294917142,1.4734539466736982,0.15572338204697347,0.1214201722396315,0.04191694986546708,0.07628188799731156,300,200,800,0.7544303797468355,0.12769681759706433,0.7544303797468355,0.24556962025316456,790,False,300,533932,3715,0.006909738173931966,0.5000915877202456,0,0.7184685872155556,0.2815314127844444,0.4681306523861092,0.5320525230543822,-0.06392187066827304,15,0.5,0.07463501445172577,0.01355834004914,0.7797170254304231,0.03814793048287349,High_Coop,Survived,Frequent,Slow,Moderate
40,2,0.5528653622469651,3,0.8949018190780447,1.2145611631785298,10,0.06182263295033506,2.470849579488717,0.06246920084287862,1.2423249618170316,0.2748465806586279,0.12936980619083477,0.046712835210438314,0.04202829963720284,300,200,800,0.5929203539823009,0.2066078702337883,0.5929203539823009,0.40707964601769914,791,False,300,480468,4052,0.008362915875505654,0.5102185045659786,0,0.7035567701297558,0.29644322987024413,0.49905192113069075,0.5213850880012665,-0.022333166870575738,30,0.5,0.07760704755186966,0.006182263295033507,0.4706982560263976,0.021443616190344492,Medium_Coop,Survived,Frequent,Slow,Complex
41,20,0.0,1,1.0376002407971192,1.4558904530500025,0,0.26393714545508845,2.4763393496959254,0.11199801480978981,1.582838074633356,0.2419224102572695,0.08432023254506371,0.023149335361169903,0.046360086533518155,300,200,800,1.0,0.7894008346790261,1.0,0.0,719,False,300,66228,0,0.0,0.7144314447437031,0,1.0,0.0,0.7144314447437031,0.7144314447437031,0.0,0,0.05,0.1772747221242858,0.26393714545508845,0.34854246225223356,0.03312110360058447,High_Coop,Survived,Rare,Moderate,Simple
42,10,0.09096280675156079,3,1.0712764164087658,1.3958794060711384,20,0.10525666673310709,2.223690790607307,0.1904719114137977,1.440658444882622,0.15884577956576945,0.015725657083264632,0.037259490603978825,0.07254721314224714,300,200,800,0.23076923076923078,0.019648231862500146,0.23076923076923078,0.7692307692307693,793,False,300,618695,5437,0.008711298251011005,0.1144749382702494,0,0.4607732623676657,0.5392267376323343,0.11303975482219458,0.11591012171830424,-0.002870366896109658,15,0.1,0.27440496769122236,0.005262833336655354,0.09899952725375047,0.008304837746137368,Low_Coop,Survived,Rare,Fast,Complex
43,10,0.6963173307508044,2,0.9367390970369404,1.453414619855994,25,0.24735980844911437,1.691845011173737,0.08464712068941066,1.4252846853585184,0.39864126620326046,0.005850883147781543,0.041842887431491005,0.04602720296827182,300,200,800,0.8095838587641866,0.5309847821713813,0.8095838587641866,0.19041614123581338,793,False,300,224892,1836,0.008097808828199429,0.6274463839389602,0,0.8259790462624165,0.17402095373758353,0.6692183043851604,0.5856744634927601,0.0835438408924003,12,0.1,0.1206462447783112,0.009894392337964575,0.014677063424734049,0.02887960206526673,High_Coop,Survived,Rare,Moderate,Moderate
44,10,0.5121152391862163,2,1.0052321019616748,1.4011099325120537,25,0.11972417873876896,2.317176568396484,0.12538388597140815,1.752098226002163,0.1714403067332676,0.056118515769774203,0.03604477113900601,0.04540185735425108,300,200,800,0.9105793450881612,0.39635006364168013,0.9105793450881612,0.08942065491183879,794,False,300,294614,543,0.0018396988721256823,0.559324951262233,0,0.7499942665153027,0.25000573348469735,0.6800672100828425,0.4385826924416235,0.24148451764121903,12,0.1,0.2196848841797617,0.004788967149550759,0.32733560058945305,0.02539439165188134,High_Coop,Survived,Rare,Fast,Moderate
45,20,0.0,1,0.8264104241308997,1.1322598938256359,0,0.20557564769404862,2.446198819138516,0.1650318850659785,1.7509147929360807,0.14590031317612048,0.13633127592450134,0.039192565207254254,0.027071458423037945,300,200,800,0.9949494949494949,0.7827203120971268,0.9949494949494949,0.005050505050505051,792,False,300,84791,6,7.075722018467635e-05,0.8463961526662988,0,1.0,0.0,0.8463961526662988,0.8463961526662988,0.0,0,0.05,0.2889567688681488,0.20557564769404862,0.934413867638049,0.022913178256324985,High_Coop,Survived,Rare,Fast,Simple
