run_id,timestamp,initial_population,max_population,max_rounds,base_birth_rate,maslow_variation,recovery_threshold,cooperation_bonus,trust_threshold,max_relationships_per_person,constraint_threshold_min,constraint_threshold_max,shock_interval_min,shock_interval_max,shock_interval_avg,shock_mean_years,pareto_alpha,pareto_xm,trust_delta_help,trust_delta_betray,relationship_memory,serendipity_rate,community_buffer_factor,acute_decay,chronic_window,num_groups,homophily_bias,in_group_trust_modifier,out_group_trust_modifier,out_group_constraint_amplifier,reputational_spillover,mixing_event_frequency,mixing_event_bonus_multiplier,inheritance_style,founder_group_a_proportion,founder_group_b_proportion,founder_group_c_proportion,final_cooperation_rate,final_constrained_rate,final_population,extinction_occurred,rounds_completed,first_cascade_round,total_cascade_events,total_shock_events,total_defections,total_redemptions,net_strategy_change,redemption_rate,total_births,total_deaths,max_population_reached,population_stability,population_growth,avg_system_stress,max_system_stress,avg_maslow_pressure,avg_basic_needs_crisis_rate,initial_physiological,initial_safety,initial_love,initial_esteem,initial_self_actualization,final_physiological,final_safety,final_love,final_esteem,final_self_actualization,physiological_change,safety_change,love_change,esteem_change,self_actualization_change,avg_trust_level,cooperation_benefit_total,cooperation_resilience,in_group_interaction_rate,out_group_interaction_rate,avg_in_group_trust,avg_out_group_trust,trust_asymmetry,group_segregation_index,total_mixing_events,mixing_event_success_rate,reputational_spillover_events,out_group_constraint_amplifications,group_extinction_events,final_group_a_population,final_group_b_population,final_group_c_population,final_group_a_cooperation_rate,final_group_b_cooperation_rate,final_group_c_cooperation_rate,total_interactions,avg_interaction_processing_time,interaction_intensity,pop_multiplier,shock_frequency_proxy,growth_potential,resilience_index,intergroup_tension,stress_recovery_rate,social_support_effectiveness,relationship_window_len,behavioural_coop_rate,total_mutual_coop
40,2025-07-17T21:32:13.162411,370,800,200,0.010003558377343787,0.4940221143323343,0.22686535041960662,0.33689857675869583,0.6,150,0.05,0.25,10.828802047490951,28.505034341810628,19.66691819465079,20,1.5,0.3,0.04,-0.06,40,0.05,0.0,0.97,16,1,0.0,1.0,1.0,1.0,0.0,0,1.0,mother,1.0,0,0,1.0,0.0,800,False,200,,0,1,1258753,0,1258753,0.0,430,0,800,0.0,2.1621621621621623,0.028092379703403204,0.33024929237296013,0.05921147492533034,0.37125,5.5098170715934,5.198992027945727,9.990684211457273,5.575584008979766,5.146799115782832,5.5098170715934,5.198992027945727,9.990684211457273,5.575584008979766,5.146799115782832,0.0,0.0,0.0,0.0,0.0,0.5758680563937165,0,1.0,0,0,0.5758680563937165,0.5758680563937165,0.0,0.0,0,0,0,0,0,800,0,0,1.0,0,0,0,0.0,0.0,2.1621621621621623,0.05084680731890115,0.021629315410473055,0.0,0,0.030000000000000027,0.0,40,573587.0,573587
13,2025-07-17T21:34:01.253438,296,800,200,0.007505658334557459,0.6210662765574506,0.38614449764736164,0.33347043393358244,0.6,150,0.05,0.25,9.995790301915953,24.530672368282783,17.26323133509937,5,2.7,0.3,0.04,-0.06,40,0.05,0.0,0.97,16,3,0.36791452894906024,1.324861809690032,0.8324296300164312,1.2946292169857834,0.12385652936150394,20,1.7296639064547885,father,0.4,0.35,0.25,0.32625,0.67375,800,False,200,,0,16,1461453,96,1461357,6.568805154869845e-05,504,0,800,0.0,2.7027027027027026,3.112001925468714,4.809291888882148,0.08508042469606403,0.36375,5.511625036133933,5.505800741415624,7.432668852163672,3.568859626483452,5.519582627407176,5.511625036133933,5.505800741415624,7.432668852163672,3.568859626483452,5.519582627407176,0.0,0.0,0.0,0.0,0.0,0.0587497805979811,349.5358147075106,0.32625,0.0,1.0,0.06125312412624982,0.05624643706971237,0.005006687056537451,0.0,10,0.9,802,802,0,293,311,196,0.36860068259385664,0.3311897106109325,0.25510204081632654,2565,0.0,3.20625,2.7027027027027026,0.05792658283891576,0.020285563066371512,0.0,0.026869620878274936,0.030000000000000027,0.0,40,128.25847953216373,328983
43,2025-07-17T21:34:29.123447,322,800,200,0.007896890071243834,0.6921322737783082,0.3086797228564117,0.304508813644194,0.6,150,0.05,0.25,11.3515623017536,23.965279995936434,17.658421148845015,20,1.5,0.3,0.04,-0.06,40,0.05,0.0,0.97,16,1,0.0,1.0,1.0,1.0,0.0,0,1.0,mother,1.0,0,0,1.0,0.0,800,False,200,,0,2,1019375,0,1019375,0.0,478,0,800,0.0,2.484472049689441,1.0213104365362515,4.251517038710909,0.05575053491829562,0.34125,5.575049569629729,5.486360347346695,9.990249729662333,5.485497665778745,5.23325342971605,5.575049569629729,5.486360347346695,9.990249729662333,5.485497665778745,5.23325342971605,0.0,0.0,0.0,0.0,0.0,0.5669527896725824,0,1.0,0,0,0.5669527896725824,0.5669527896725824,0.0,0.0,0,0,0,0,0,800,0,0,1.0,0,0,0,0.0,0.0,2.484472049689441,0.056630204454343705,0.01961960266147536,0.0,0,0.030000000000000027,0.0,40,740833.0,740833
16,2025-07-17T21:35:01.244890,184,800,200,0.008287570802563766,0.5454898790736196,0.4860085687421151,0.34264781755450113,0.6,150,0.05,0.25,13.707349669868606,28.885463777546168,21.296406723707385,5,2.7,0.3,0.04,-0.06,40,0.05,0.0,0.97,16,3,0.010613641643163163,1.16382352650731,0.8242551816415538,1.198585969466694,0.123846787582517,10,1.6048915856539114,mother,0.4,0.35,0.25,0.87375,0.12625,800,False,200,,0,7,922601,515,922086,0.0005582044675867466,616,0,800,0.0,4.3478260869565215,0.38438623357662577,1.840781849875568,0.04539714643940055,0.24375,5.938221420770101,5.705316145304027,9.63032465940176,4.53380106041849,5.804631628878101,5.938221420770101,5.705316145304027,9.63032465940176,4.53380106041849,5.804631628878101,0.0,0.0,0.0,0.0,0.0,0.053559643224782336,552.1122496328314,0.87375,0.0,1.0,0.057104901749626895,0.05001438469993778,0.0070905170496891115,0.0,20,1.0,1255,1255,0,304,297,199,0.8881578947368421,0.8888888888888888,0.8291457286432161,3225,0.0,4.03125,4.3478260869565215,0.04695627825734514,0.03603291653288594,0.0,0.026087740441289475,0.030000000000000027,0.0,40,60.04031007751938,193630
11,2025-07-17T21:35:44.874366,209,800,200,0.006644431053516179,0.5441008992855546,0.2558384990830738,0.18696609069811768,0.6,150,0.05,0.25,10.388482444583682,22.492337627942447,16.440410036263064,5,2.7,0.3,0.04,-0.06,40,0.05,0.0,0.97,16,2,0.6553199780385657,1.2516097812401665,0.865775230893291,1.1515341070005536,0.030643864676972,20,2.0164324995965943,random,0.49079338754937357,0.5092066124506265,0,0.49375,0.50625,800,False,200,,0,9,1102245,167,1102078,0.00015150896579254158,591,0,800,0.0,3.827751196172249,0.7838977428513286,2.2402674625034544,0.07360890005042776,0.31875,5.6071839909520795,5.235870710464447,8.513366764778375,4.043957020843938,5.487416534795156,5.6071839909520795,5.235870710464447,8.513366764778375,4.043957020843938,5.487416534795156,0.0,0.0,0.0,0.0,0.0,0.05681109443899923,290.29346623678185,0.49375,0.0,1.0,0.058255013480232126,0.05536717539776634,0.002887838082465788,0.0,10,1.0,1036,1036,0,417,383,0,0.513189448441247,0.4725848563968668,0,2244,0.0,2.805,3.827751196172249,0.06082573353062804,0.02543322891298059,0.0,0.004736450546159048,0.030000000000000027,0.0,40,196.37433155080214,440664
48,2025-07-17T21:35:47.413527,286,800,200,0.009416043191554804,0.5122328083464416,0.4652501901238404,0.13261509408134162,0.6,150,0.05,0.25,8.097707010164484,19.826448829937373,13.962077920050929,20,1.5,0.3,0.04,-0.06,40,0.05,0.0,0.97,16,1,0.0,1.0,1.0,1.0,0.0,0,1.0,mother,1.0,0,0,1.0,0.0,800,False,200,,0,1,1131685,0,1131685,0.0,514,0,800,0.0,2.797202797202797,0.10478820408557021,0.6424252433402163,0.043569629137477375,0.2975,5.602954248716112,5.550837628794502,9.989564126606817,5.5578244369055065,5.655768832706123,5.602954248716112,5.550837628794502,9.989564126606817,5.5578244369055065,5.655768832706123,0.0,0.0,0.0,0.0,0.0,0.574524128902346,0,1.0,0,0,0.574524128902346,0.574524128902346,0.0,0.0,0,0,0,0,0,800,0,0,1.0,0,0,0,0.0,0.0,2.797202797202797,0.07162257693490601,0.02633858235399945,0.0,0,0.030000000000000027,0.0,40,639755.0,639755
5,2025-07-17T21:36:26.187175,200,800,200,0.010980172661173397,0.4551025104905626,0.46195900781507787,0.22165744433548967,0.6,150,0.05,0.25,12.405077316940838,31.49954117839124,21.95230924766604,5,1.5,0.3,0.04,-0.06,40,0.05,0.0,0.97,16,3,0.10657762826365698,1.1652521433642875,0.8818071656888249,1.1196220270372805,0.11124008708670985,25,1.6324706234847666,mother,0.4,0.35,0.25,0.36875,0.63125,800,False,200,,0,15,1276081,222,1275859,0.0001739701476630402,600,0,800,0.0,4.0,3.562337632933983,10.1276543679765,0.07170520583171064,0.29875,5.802555457424549,5.196304873759787,7.943183170521941,3.5530750409820446,5.485458649098333,5.802555457424549,5.196304873759787,7.943183170521941,3.5530750409820446,5.485458649098333,0.0,0.0,0.0,0.0,0.0,0.05709967659776566,272.1106482985069,0.36875,0.0,1.0,0.0608411483093351,0.05335820488619621,0.007482943423138884,0.0,8,1.0,828,828,0,301,317,182,0.3687707641196013,0.4668769716088328,0.1978021978021978,1980,0.0,2.475,4.0,0.04555329413038036,0.04392069064469359,0.0,0.014720545417809738,0.030000000000000027,0.0,40,206.7540404040404,409373
7,2025-07-17T21:36:53.913468,220,800,200,0.0066082734797511394,0.49385793942797235,0.3479660454334984,0.26463254235631656,0.6,150,0.05,0.25,10.429765285534863,28.171656044369037,19.30071066495195,5,1.5,0.3,0.04,-0.06,40,0.05,0.0,0.97,16,3,0.7186292095072411,1.2394503251919144,0.8689909816998201,1.106760503349682,0.09926603485619288,20,1.9438882962532942,random,0.4,0.35,0.25,0.21,0.79,800,False,200,,0,11,1233979,169,1233810,0.00013695532906151563,580,0,800,0.0,3.6363636363636362,3.864709508558264,6.7774350716771785,0.0750646424137777,0.28625,5.673778121145537,5.458492673101238,7.311646095292107,3.427495859801026,5.618621548128877,5.673778121145537,5.458492673101238,7.311646095292107,3.427495859801026,5.618621548128877,0.0,0.0,0.0,0.0,0.0,0.05344200350624376,360.091271325939,0.21,0.0,1.0,0.05277439087850607,0.05410961613398144,-0.0013352252554753724,0.0,10,1.0,1004,1004,0,351,276,173,0.2564102564102564,0.25,0.05202312138728324,2334,0.0,2.9175,3.6363636363636362,0.051811563696247426,0.024030085380913235,0.0,0.014393138982154977,0.030000000000000027,0.0,40,162.93916023993145,380300
23,2025-07-17T21:37:17.608813,176,800,200,0.010969328735492882,0.30814252298709494,0.26001942773472536,0.24457118640837647,0.6,150,0.05,0.25,7.109607205016574,20.575238365228056,13.842422785122315,10,1.5,0.3,0.04,-0.06,40,0.05,0.0,0.97,16,2,0.27378635232337695,1.1453846620094996,0.8633555069291097,1.1972576419017862,0.10305356641305938,15,1.981163347341758,father,0.48646704619118675,0.5135329538088133,0,0.17875,0.82125,800,False,200,,0,12,1362968,136,1362832,9.978223993520024e-05,624,0,800,0.0,4.545454545454546,5.4340415358823995,7.3783776656452815,0.055087683879727754,0.19625,5.405638209662304,6.162906720622573,6.892742452591623,3.476097495179801,6.3928292323522,5.405638209662304,6.162906720622573,6.892742452591623,3.476097495179801,6.3928292323522,0.0,0.0,0.0,0.0,0.0,0.332405970296624,311.0717719506812,0.17875,0.0,1.0,0.3522352560762547,0.3125766845169932,0.0396585715592615,0.0,13,1.0,1006,1006,0,394,406,0,0.1598984771573604,0.19704433497536947,0,3015,0.0,3.76875,4.545454545454546,0.07224168886640199,0.04986058516133129,0.0,0.016859425739538508,0.030000000000000027,0.0,40,81.3028192371476,245128
51,2025-07-17T21:37:28.357209,397,800,200,0.007129893527809298,0.4891767227703887,0.221657876257212,0.19635073174287102,0.6,150,0.05,0.25,7.050644408809238,22.15675079945718,14.603697604133208,20,2.7,0.3,0.04,-0.06,40,0.05,0.0,0.97,16,1,0.0,1.0,1.0,1.0,0.0,0,1.0,mother,1.0,0,0,1.0,0.0,800,False,200,,0,1,1255759,0,1255759,0.0,403,0,800,0.0,2.0151133501259446,0.03466474501260241,0.36737700006812124,0.058588892175243185,0.37375,5.4606097017191955,5.219203573977768,9.990523661220529,5.239168327536765,5.459937412448252,5.4606097017191955,5.219203573977768,9.990523661220529,5.239168327536765,5.459937412448252,0.0,0.0,0.0,0.0,0.0,0.5764007610073838,0,1.0,0,0,0.5764007610073838,0.5764007610073838,0.0,0.0,0,0,0,0,0,800,0,0,1.0,0,0,0,0.0,0.0,2.0151133501259446,0.06847580846353428,0.014367543632865085,0.0,0,0.030000000000000027,0.0,40,564293.0,564293
54,2025-07-17T21:38:03.076834,138,800,200,0.008410110830947247,0.6921228110661066,0.4120368716378902,0.1760225637804415,0.6,150,0.05,0.25,7.512116509878367,25.231104040823894,16.37161027535113,20,2.7,0.3,0.04,-0.06,40,0.05,0.0,0.97,16,1,0.0,1.0,1.0,1.0,0.0,0,1.0,mother,1.0,0,0,1.0,0.0,800,False,200,,0,4,998297,0,998297,0.0,662,0,800,0.0,5.797101449275362,0.22252111508066402,1.7351983947694989,0.040789108960266426,0.2375,5.908521583188133,6.118700873037651,9.990718271468552,5.478115967051667,5.356594204085634,5.908521583188133,6.118700873037651,9.990718271468552,5.478115967051667,5.356594204085634,0.0,0.0,0.0,0.0,0.0,0.5690132977614918,0,1.0,0,0,0.5690132977614918,0.5690132977614918,0.0,0.0,0,0,0,0,0,800,0,0,1.0,0,0,0,0.0,0.0,5.797101449275362,0.061081346500508026,0.04875426568665071,0.0,0,0.030000000000000027,0.0,40,515172.0,515172
49,2025-07-17T21:38:28.066467,124,800,200,0.008460803604943543,0.32585441087851547,0.48946901720909447,0.2805916967598162,0.6,150,0.05,0.25,5.99441998869845,20.64837961932731,13.32139980401288,20,1.5,0.3,0.04,-0.06,40,0.05,0.0,0.97,16,3,0.10478760928241,1.373225767060218,0.8718386411631391,1.1517316302974674,0.04516907834616552,10,1.6807759785016707,father,0.4,0.35,0.25,0.9974424552429667,0.0025575447570332483,782,False,200,,0,2,526199,224,525975,0.00042569446160102927,658,0,782,0.08616561435909544,6.306451612903226,0.3815992364100282,1.6413456695056063,0.034130415850345805,0.21355498721227623,5.5709465238242695,5.437135629117672,9.915903359161687,5.145640889741441,6.250557390200835,5.5709465238242695,5.437135629117672,9.915903359161687,5.145640889741441,6.250557390200835,0.0,0.0,0.0,0.0,0.0,0.05935133885535499,247.12457464880552,0.9974424552429667,0.0,1.0,0.06125498023284827,0.057447697477861714,0.0038072827549865546,0.0,20,1.0,705,705,0,275,284,223,0.9963636363636363,0.9964788732394366,1.0,2015,0.0,2.5767263427109977,6.451612903225806,0.07506718623509553,0.05458582970931317,0.0,0.006667294314362624,0.030000000000000027,0.0,40,46.90173697270471,94507
21,2025-07-17T21:38:40.640068,356,800,200,0.009075843336235238,0.3414742470903027,0.42298684230733635,0.3784879670238157,0.6,150,0.05,0.25,14.6215379521639,32.91486678095871,23.768202366561304,10,1.5,0.3,0.04,-0.06,40,0.05,0.0,0.97,16,3,0.03876096047048936,1.4685325624052532,0.8622688649633143,1.1995999914771376,0.061959424384697113,20,2.4852663082999613,random,0.4,0.35,0.25,0.27125,0.72875,800,False,200,,0,6,1340495,207,1340288,0.00015442056852132981,444,0,800,0.0,2.247191011235955,3.145383104294657,5.392342306652994,0.07814406938925643,0.32375,5.287340703535372,5.662358723089957,7.726984209745888,3.586691131757114,5.498731513031017,5.287340703535372,5.662358723089957,7.726984209745888,3.586691131757114,5.498731513031017,0.0,0.0,0.0,0.0,0.0,0.059592617840187656,976.3878414578,0.27125,0.0,1.0,0.06653180881631279,0.05265342686406252,0.013878381952250274,0.0,10,1.0,997,997,0,299,280,221,0.30434782608695654,0.2785714285714286,0.2171945701357466,2504,0.0,3.13,2.247191011235955,0.04207301774773118,0.020395153564573568,0.0,0.010237076646598241,0.030000000000000027,0.0,40,164.53554313099042,411997
