run_id,shock_interval_years,homophily_bias,num_groups,out_group_trust_bias,out_group_penalty,intervention_interval,intervention_scale,event_bonus,base_trust_delta,group_trust_bias,resilience_threshold,resilience_noise,turnover_rate,social_diffusion,max_rounds,initial_population,max_population,final_cooperation_rate,behavioral_cooperation_rate,cooperation_resilience,final_constrained_rate,final_population,extinction_occurred,rounds_completed,total_defections,total_redemptions,redemption_rate,avg_trust_level,cooperation_benefit_total,in_group_interaction_rate,out_group_interaction_rate,avg_in_group_trust,avg_out_group_trust,trust_asymmetry,total_mixing_events,shock_frequency,trust_sensitivity,intervention_intensity,resilience_variability,social_cohesion_factor,total_shocks_experienced,average_shock_severity,recovery_success_rate,crisis_response_knowledge,outcome_category,extinction_category,shock_severity,trust_development,group_complexity
10,2,0.6611231076846021,3,1.0375330839695276,1.1105217265888656,25,0.138314236677619,1.6449557573655078,0.12384486633861143,1.6019013611950228,0.2408115459630455,0.11070280265843423,0.04118280652173968,0.012926797229899468,300,200,800,0.4213197969543147,0.3344524834943229,0.4213197969543147,0.5786802030456852,788,False,300,363476,2944,0.008034495933628077,0.5135056559752109,0,0.7731656038315697,0.22683439616843032,0.5851138611815987,0.4418974507688231,0.1432164104127756,12,0.5,0.1983872599648373,0.00553256946710476,0.45970720471776083,0.006637983491198066,27,0.531391266325267,0.15,0.15,Medium_Coop,Survived,Frequent,Moderate,Complex
11,2,0.0,1,0.9255685359389176,1.2717398132177542,0,0.2241421428456828,2.3072792914206586,0.15657823556046896,1.8388815267797325,0.282444913146384,0.013359906458363423,0.03226505646837116,0.07754131648075227,300,200,800,0.7261306532663316,0.25836229172235586,0.7261306532663316,0.27386934673366836,796,False,300,352102,5555,0.015531640650120087,0.6246690574814743,0,1.0,0.0,0.6246690574814743,0.6246690574814743,0.0,0,0.5,0.28792882486791177,0.2241421428456828,0.047300927850094876,0.048437661081904226,42,0.5905699416739146,0.15,0.15,High_Coop,Survived,Frequent,Fast,Simple
12,2,0.34657379452885195,3,0.8593059587204522,1.4148601228251476,10,0.06790121874719839,1.786580551508219,0.19602445707901311,1.7256186614098175,0.1727409394703709,0.046201033977114205,0.03511041071831229,0.060484931892031316,300,200,800,0.18915510718789408,0.01833858988706888,0.18915510718789408,0.8108448928121059,793,False,300,639848,3606,0.005604130209774125,0.13770541057421562,0,0.5638021274912108,0.43619787250878916,0.0957970895383961,0.17961373161003516,-0.08381664207163907,30,0.5,0.33826346122827283,0.006790121874719839,0.2674585082075391,0.008329102379745641,43,0.46330301632625426,0.15,0.15,Low_Coop,Survived,Frequent,Fast,Complex
13,10,0.0,1,1.1027950574705117,1.219142015170448,0,0.06637827343154211,2.4074462799799208,0.13491616291113526,1.202335026250685,0.1958211424649111,0.08935972034299527,0.03496466964558737,0.02004685225057641,300,200,800,0.9143576826196473,0.6856516452960182,0.9143576826196473,0.08564231738035265,794,False,300,124832,675,0.00537818607727059,0.7277231458784116,0,1.0,0.0,0.7277231458784116,0.7277231458784116,0.0,0,0.1,0.1622144282754015,0.06637827343154211,0.456333362261981,0.01458855838474918,7,0.6691744394882659,0.15,0.15,High_Coop,Survived,Rare,Moderate,Simple
14,5,0.01789059065459977,2,0.9539013652551139,1.410789663010968,25,0.2295023316236573,2.1582124517042507,0.14768430548210587,1.7076061377376952,0.3916806510590526,0.007358236983813898,0.0482585691658457,0.029970343863902904,300,200,800,0.5031847133757962,0.12107955619835133,0.5031847133757962,0.4968152866242038,785,False,300,548149,3169,0.005748043778726615,0.4111203357736958,0,0.5122295871172824,0.4877704128827176,0.45106283648119283,0.3711778350661987,0.0798850014149941,12,0.2,0.2521866264887727,0.009180093264946293,0.0187863172814848,0.012321417832580886,19,0.5303564817007208,0.15,0.15,Medium_Coop,Survived,Occasional,Fast,Moderate
15,5,0.24490848342692495,2,1.1124607405912401,1.4191429537487172,25,0.17924002506241937,2.376648794089137,0.13591982800818733,1.2421540771049537,0.17273354298586424,0.06651784032261474,0.03174892203657688,0.03686594632313389,300,200,800,0.5157232704402516,0.06086029341489057,0.5157232704402516,0.48427672955974843,795,False,300,525206,2757,0.005221956841672617,0.28433196365448504,0,0.6215383972092134,0.37846160279078656,0.28856160744223774,0.28010231986673234,0.008459287575505403,12,0.2,0.16883336851977399,0.007169601002496775,0.38508930675993985,0.010482166910037501,10,0.49633045463325887,0.15,0.15,Medium_Coop,Survived,Occasional,Moderate,Moderate
16,5,0.16747650803209269,3,0.9268296374787164,1.4420065461558824,15,0.12655595997405256,1.7772647559235006,0.0872357455129877,1.6849147473282107,0.2088886925629765,0.08771353673849624,0.022820953206123287,0.011815978309829212,300,200,800,0.2558139534883721,0.028945810394223767,0.2558139534883721,0.7441860465116279,731,False,300,508639,3945,0.007696299533344778,0.26694313361031746,0,0.4460791986226326,0.5539208013773673,0.2085361955239492,0.3253500716966857,-0.11681387617273653,20,0.2,0.14698479410900375,0.008437063998270171,0.4199056237189672,0.0031541942766973525,18,0.6485495103387231,0.15,0.15,Low_Coop,Survived,Occasional,Moderate,Complex
17,20,0.0,1,0.9240753022406228,1.4318270258566546,0,0.2554515179034496,2.4119446378769642,0.08892502675699485,1.9462311257084524,0.11337663762904657,0.0007667072378493234,0.049159535057805036,0.05155257056028605,300,200,800,0.8571428571428571,0.6788666187215325,0.8571428571428571,0.14285714285714285,791,False,300,137953,269,0.0019461446079495305,0.7331371949457695,0,1.0,0.0,0.7331371949457695,0.7331371949457695,0.0,0,0.05,0.17306865492892032,0.2554515179034496,0.006762479941924972,0.03779510697281197,7,0.5360797023525051,0.15,0.15,High_Coop,Survived,Rare,Moderate,Simple
18,5,0.7063836518428125,3,1.0687934456861805,1.4643103866420168,20,0.2997566986334844,2.477111609416936,0.17893057487723812,1.2679553475425505,0.12275512800380356,0.12138786299966654,0.039108808182598515,0.08193256871427039,300,200,800,0.28877679697351827,0.13224988525562806,0.28877679697351827,0.7112232030264817,793,False,300,514480,1993,0.0038588658071186683,0.3680916303880142,0,0.8014334650561408,0.19856653494385923,0.36774508356545266,0.36843817721057565,-0.0006930936451229885,15,0.2,0.22687597925445682,0.01498783493167422,0.9888618502023423,0.030158692799913792,22,0.5218078377985439,0.15,0.15,Low_Coop,Survived,Occasional,Fast,Complex
19,5,0.5560727215789828,2,1.0174210928432075,1.1133002620991093,25,0.15980564076880371,1.9691007534316491,0.17074866372478714,1.7824874577363632,0.1728236335146655,0.044466475977006516,0.03525749236339768,0.016061717376888208,300,200,800,0.8531645569620253,0.41579173624774723,0.8531645569620253,0.1468354430379747,790,False,300,296638,890,0.0029913151031163454,0.625660694539372,0,0.7765165919875664,0.22348340801243366,0.7706911110836222,0.48063027799512187,0.29006083308850034,12,0.2,0.304357351514677,0.006392225630752149,0.2572939537996299,0.010049185249518977,15,0.5042321854346961,0.15,0.15,High_Coop,Survived,Occasional,Fast,Moderate
20,2,0.7626902543093523,2,0.9084129287687861,1.153080475150242,20,0.05984011804915239,2.134799806622633,0.13005480677080178,1.856882035462251,0.12840728684284253,0.11360277873837792,0.026391872568535528,0.06612300824418404,300,200,800,0.851261620185923,0.33307364875616613,0.851261620185923,0.14873837981407703,753,False,300,294317,1482,0.005010158925486564,0.506088391917497,0,0.8804334853869411,0.11956651461305894,0.614911667649516,0.3972651161854779,0.2176465514640381,15,0.5,0.24149643431821616,0.0029920059024576193,0.8847066356710439,0.0334640869110465,26,0.5522487096765841,0.15,0.15,High_Coop,Survived,Frequent,Fast,Moderate
21,2,0.10005750747904765,3,1.165788790983476,1.2709966231624596,25,0.0865013988569867,1.569817550324363,0.08071413786731985,1.4821556215672895,0.25352551955190994,0.002378216740705075,0.046814227650389395,0.09671227037639718,300,200,800,0.2765151515151515,0.026539641983579228,0.2765151515151515,0.7234848484848485,792,False,300,675153,5325,0.00782538157001402,0.2976406796436687,0,0.4065361106350715,0.5934638893649286,0.2777310890033126,0.31755027028402477,-0.03981918128071216,12,0.5,0.11963091318000535,0.003460055954279468,0.009380581272088191,0.028785505884713104,33,0.4789932118755329,0.15,0.15,Low_Coop,Survived,Frequent,Moderate,Complex
22,10,0.0,1,0.8883174628576119,1.4121526681802643,0,0.054155716269098694,1.5114337371739013,0.08126786815057668,1.5106732875465931,0.2042568399270542,0.1381297922566433,0.03584848177544825,0.08260987071160908,300,200,800,0.9673776662484316,0.6706494669390268,0.9673776662484316,0.03262233375156838,797,False,300,133947,1046,0.007748549924810916,0.669730623474669,0,1.0,0.0,0.669730623474669,0.669730623474669,0.0,0,0.1,0.12276919755093475,0.054155716269098694,0.6762554062129488,0.05532636021684775,11,0.48468574857182534,0.15,0.15,High_Coop,Survived,Rare,Moderate,Simple
23,20,0.7010255139012421,2,0.8331741709030455,1.3066181777906984,20,0.2660466172503742,2.117559126415599,0.16698616547558287,1.7843952808870087,0.2828520942375238,0.10176674840943091,0.04464047670843724,0.09339559155689571,300,200,800,0.9873577749683944,0.6070460348650267,0.9873577749683944,0.012642225031605562,791,False,300,188416,832,0.00439634764964491,0.7989507651217411,0,0.8493569199407358,0.15064308005926424,0.8607292023397146,0.7371723279037676,0.12355687443594698,15,0.05,0.29796932564804723,0.01330233086251871,0.3597878555001001,0.07461847933337945,6,0.5189522191371928,0.15,0.15,High_Coop,Survived,Rare,Fast,Moderate
24,20,0.7090231181119188,2,1.1367038335028616,1.2371569782180223,10,0.2068761024609091,2.2705900122711764,0.15835029691326996,1.224020623163458,0.3122045257362044,0.09056215819287199,0.048190200513781506,0.01828126440102942,300,200,800,0.9810844892812106,0.6027324370871141,0.9810844892812106,0.018915510718789406,793,False,300,190559,1584,0.008243860041739746,0.793025857830454,0,0.8525872040716654,0.1474127959283346,0.7956773691138633,0.7903743465470446,0.005303022566818694,30,0.05,0.1938240291058993,0.02068761024609091,0.29007317552274053,0.014497515383851696,6,0.6946789410865702,0.15,0.15,High_Coop,Survived,Rare,Moderate,Moderate
25,10,0.2811298569169039,2,1.0830607146188944,1.2189007655324617,15,0.2927278402075824,1.5414399977577773,0.13660050226081677,1.5659737807005476,0.26933130676160144,0.07009238120599652,0.04468921198580807,0.034615895534428044,300,200,800,0.8301647655259823,0.29654095604131636,0.8301647655259823,0.16983523447401774,789,False,300,381657,1696,0.004424120849452071,0.605122994348404,0,0.6430406583880771,0.35695934161192283,0.6568335122561585,0.5534124764406495,0.10342103581550899,20,0.1,0.21391280497096493,0.01951518934717216,0.2602459478208331,0.020946874357844644,14,0.4507044982314499,0.15,0.15,High_Coop,Survived,Rare,Fast,Moderate
26,2,0.03747654786377019,2,0.8671881488162555,1.4825529236954487,15,0.1095595321991291,2.146516235676887,0.061896553948563256,1.911874195965103,0.25951687475660745,0.10224390609677726,0.031516192469848714,0.06817367072020372,300,200,800,0.15170670037926676,0.0490176916197279,0.15170670037926676,0.8482932996207333,791,False,300,558369,3629,0.006457318353446098,0.3630202810709278,0,0.5232058138915048,0.47679418610849517,0.3086384348332266,0.417402127308629,-0.10876369247540241,20,0.5,0.11833842431342,0.007303968813275274,0.3939778721236087,0.02474842510648524,36,0.5402536397136843,0.15,0.15,Low_Coop,Survived,Frequent,Moderate,Moderate
27,2,0.20570426080170912,3,1.190522057569157,1.378339240548663,25,0.06707831732603471,2.115626806471414,0.13000047706754203,1.650300287401025,0.15952580415384174,0.048712019253589214,0.02264946717953041,0.01940104505498973,300,200,800,0.20552147239263804,0.016762924355543034,0.20552147239263804,0.7944785276073619,652,False,300,492668,2762,0.005574955089518196,0.1212291996849501,0,0.4683128090687347,0.5316871909312654,0.07739154359405823,0.165066855775842,-0.08767531218178376,12,0.5,0.214539824666835,0.0026831326930413886,0.3053551086105973,0.0023519731650680636,38,0.6660156436539103,0.15,0.15,Low_Coop,Survived,Frequent,Fast,Complex
28,2,0.5119375201182107,3,1.141215494260739,1.3444370442698304,15,0.2424881448339794,2.435675210456345,0.08958198780867377,1.5999826238946833,0.38145930111346293,0.0698518676318481,0.043598461629139246,0.017055737965996975,300,200,800,0.5788146279949559,0.19789675464100792,0.5788146279949559,0.42118537200504413,793,False,300,461312,4166,0.008949939631948234,0.53907831544285,0,0.6760691586483114,0.32393084135168854,0.5286471367733173,0.5495094941123828,-0.020862357339065496,20,0.5,0.1433296239078234,0.016165876322265293,0.18311748442875445,0.00919437849134431,33,0.5146726737529592,0.15,0.15,Medium_Coop,Survived,Frequent,Moderate,Complex
29,5,0.0,1,0.9659535513883326,1.1968410130588574,0,0.22172805817992125,2.0275388211488354,0.1742175769855459,1.35211169179231,0.280486799724057,0.143162900270563,0.04569917685615947,0.01811179441632177,300,200,800,0.8598726114649682,0.5845193775611324,0.8598726114649682,0.14012738853503184,785,False,300,188187,1542,0.008127381686510761,0.7916022659871088,0,1.0,0.0,0.7916022659871088,0.7916022659871088,0.0,0,0.2,0.23556162275788348,0.22172805817992125,0.510408690930934,0.014337337501052977,12,0.6459862090592187,0.15,0.15,High_Coop,Survived,Occasional,Fast,Simple
30,20,0.0928401087992623,2,1.1728797764536258,1.1594438899831123,15,0.25328498645375797,2.164590560915131,0.052318573989471234,1.7306013231105684,0.13838174310253698,0.07035806612632477,0.04247233989799952,0.052734923253038336,300,200,800,0.5640050697084917,0.14997643420376736,0.5640050697084917,0.43599493029150826,789,False,300,471912,3031,0.0063818184497929226,0.5373082586822933,0,0.5483098822769326,0.4516901177230675,0.4894088811498109,0.5852076362147756,-0.09579875506496466,20,0.05,0.09054259336943708,0.016885665763583864,0.5084345994557347,0.028334909784834404,2,0.36038990930546677,0.15,0.15,Medium_Coop,Survived,Rare,Slow,Moderate
31,20,0.19164756759395624,3,1.1204541584665701,1.3259253995848943,15,0.127124925476799,1.8537501600838378,0.07776797813900235,1.7415708068899787,0.25250298382321446,0.1424767219071027,0.04809697490706219,0.0195010751096659,300,200,800,0.5804816223067174,0.08019938776348769,0.5804816223067174,0.41951837769328265,789,False,300,576532,3942,0.006791001836430228,0.4195614928266727,0,0.4618379422278835,0.5381620577721166,0.4043867724778448,0.4347362131755006,-0.030349440697655772,20,0.05,0.13543844043774456,0.008474995031786598,0.5642575772762166,0.008181900184736496,2,0.379833457586393,0.15,0.15,Medium_Coop,Survived,Rare,Moderate,Complex
32,5,0.25657530988203847,3,0.9992312737536883,1.4262638096172504,25,0.2517734556552688,2.3759063031973957,0.19207073980249784,1.932361313941078,0.1373030230441823,0.14976678051964745,0.028926800231144724,0.08765592657295887,300,200,800,0.28627450980392155,0.013957839133305618,0.28627450980392155,0.7137254901960784,765,False,300,591702,4485,0.007522807441289394,0.1307298811024051,0,0.5068627570859113,0.49313724291408867,0.1212338607815092,0.14022590142330102,-0.018992040641791816,12,0.2,0.37115006713438964,0.010070938226210753,1.0907755503056513,0.011459248858804066,12,0.668906926509245,0.15,0.15,Low_Coop,Survived,Occasional,Fast,Complex
33,5,0.7483090181489677,3,0.9675797960393839,1.3153208213486163,25,0.10958253428670002,1.602074640562804,0.10045227247522699,1.555038171271963,0.273938631286212,0.06071205067484311,0.029835085585111436,0.05682790919628346,300,200,800,0.9061696658097687,0.605730602244681,0.9061696658097687,0.09383033419023136,778,False,300,167497,1181,0.0070015058276716585,0.6033673795702236,0,0.830255754322122,0.16974424567787808,0.7206743665377782,0.4860603926026689,0.23461397393510924,12,0.2,0.1562071180899899,0.0043833013714680005,0.22162646571527533,0.03428810665821616,9,0.5560869593072717,0.15,0.15,High_Coop,Survived,Occasional,Moderate,Complex
34,20,0.3316223021536737,3,1.183903350672157,1.2224838531522484,10,0.09175567910632008,2.3599010416567237,0.06332865770222579,1.6634065069347723,0.1597003196680712,0.13367284097080007,0.02102702891830337,0.0773495834477335,300,200,800,0.5578583765112263,0.13028049756758422,0.5578583765112263,0.4421416234887737,579,False,300,355041,2081,0.005827140304993811,0.3748472980037507,0,0.5514848512839461,0.44851514871605397,0.3662796966866269,0.3834148993208746,-0.01713520263424767,30,0.05,0.10534130129732726,0.009175567910632008,0.8370230018864842,0.028994282357098545,3,0.32361773411473,0.15,0.15,Medium_Coop,Survived,Rare,Moderate,Complex
35,5,0.0,1,1.170492626822543,1.4077622217961896,0,0.24400699141951243,1.7513273242300524,0.16716737811486082,1.9814583360781912,0.11418331386603316,0.12150022301657025,0.047586035432597464,0.03978699151651428,300,200,800,0.7835443037974683,0.664130741777287,0.7835443037974683,0.21645569620253163,790,False,300,149165,463,0.0030943406314326194,0.8488815767602357,0,1.0,0.0,0.8488815767602357,0.8488815767602357,0.0,0,0.2,0.331235194886026,0.24400699141951243,1.0640803713152145,0.03377444409308476,8,0.6644569804351735,0.15,0.15,High_Coop,Survived,Occasional,Fast,Simple
36,20,0.5611225359811284,2,0.8034910280719126,1.35489827706154,25,0.2754432111753645,2.115813821343383,0.08880575840298419,1.462962747527897,0.24982585837349688,0.1288776181572765,0.03312226150096455,0.09012583794833279,300,200,800,0.9659520807061791,0.5837582383003025,0.9659520807061791,0.034047919293820936,793,False,300,180027,579,0.0032058735590179727,0.6575089696582541,0,0.7778033530100753,0.22219664698992464,0.7090820988374066,0.6059358404791015,0.10314625835830504,12,0.05,0.12991951630952836,0.01101772844701458,0.5158698102603964,0.05925854684899507,3,0.7140085074991251,0.15,0.15,High_Coop,Survived,Rare,Moderate,Moderate
37,2,0.3429881932931645,2,1.0345156999519776,1.2710964735111718,25,0.2005332788996188,2.020670704074596,0.1975525755606528,1.8392328832865534,0.15494504116312297,0.13555799492178666,0.04738662251109872,0.009608820942474495,300,200,800,0.40759493670886077,0.05396608387011963,0.40759493670886077,0.5924050632911393,790,False,300,626353,3377,0.00536261572419926,0.2013214325813499,0,0.6707611410542921,0.3292388589457079,0.21730253544562078,0.18534032971707903,0.03196220572854175,12,0.5,0.3633451931491042,0.008021331155984752,0.8748779173840999,0.0019344615975566421,37,0.5818440314455684,0.15,0.15,Medium_Coop,Survived,Frequent,Fast,Moderate
38,2,0.7670755124250495,3,1.1534904371918338,1.4321184018602078,10,0.14826695589819777,1.818579275263962,0.18108455414342417,1.9804469114542607,0.1304049868318568,0.024141305364319892,0.030202438742934747,0.0334765050634671,300,200,800,0.8513853904282116,0.146544789088743,0.8513853904282116,0.1486146095717884,794,False,300,461229,2792,0.006016969059589976,0.29129782549705346,0,0.8446582863038178,0.15534171369618216,0.32909980902668173,0.2534958419674252,0.07560396705925654,30,0.5,0.35862834596541626,0.014826695589819777,0.18512563016817377,0.009751633130229066,38,0.5273208334112431,0.15,0.15,High_Coop,Survived,Frequent,Fast,Complex
39,20,0.0,1,1.0474456764093507,1.4846708924826664,0,0.24889607821044019,2.403277299501221,0.1450047649077874,1.6759882994251885,0.11676257276648688,0.08383104318842921,0.02198980547847052,0.0937552133332847,300,200,800,1.0,0.751811187131467,1.0,0.0,623,False,300,69466,4,5.75788109975529e-05,0.7890707990264216,0,1.0,0.0,0.7890707990264216,0.7890707990264216,0.0,0,0.05,0.24302628934635187,0.24889607821044019,0.7179615967873769,0.07397950109778757,3,0.46103619344849117,0.15,0.15,High_Coop,Survived,Rare,Fast,Simple
40,2,0.0,1,1.0242781937345722,1.1567574578674176,0,0.2730813924565149,1.9741815228763069,0.1998114368117348,1.3186426095036738,0.27147002166663275,0.04551788648018235,0.04883653850516993,0.0840210297984555,300,200,800,0.4779874213836478,0.2937644089974453,0.4779874213836478,0.5220125786163522,795,False,300,386372,4676,0.01195761134183016,0.6666755954163633,0,1.0,0.0,0.6666755954163633,0.6666755954163633,0.0,0,0.5,0.26347987444610443,0.2730813924565149,0.16767187109919143,0.05601477006838132,41,0.5252552090509075,0.15,0.15,Medium_Coop,Survived,Frequent,Fast,Simple
41,5,0.3921833955614523,3,1.005415219175739,1.1088059777136146,10,0.2308880083945643,1.6422867128641732,0.17044458190372233,1.4175129134856816,0.37003971097879484,0.04902595887889105,0.04104978212859463,0.052950972620077114,300,200,800,0.863237139272271,0.3283071780635658,0.863237139272271,0.13676286072772897,797,False,300,338815,1558,0.004577331339442318,0.6509496819033338,0,0.5933034955526599,0.40669650444734007,0.7348102006685593,0.5670891631381082,0.1677210375304511,30,0.2,0.24160739588219432,0.02308880083945643,0.13248837198908225,0.03446841878351133,18,0.44790027828912066,0.15,0.15,High_Coop,Survived,Occasional,Fast,Complex
42,5,0.0,1,0.9351903666774959,1.4529760038838029,0,0.10797110685483634,2.370286621281081,0.05266102306088362,1.5815327469565665,0.2668164132238191,0.03688257173091048,0.0310713611071559,0.09845145180222128,300,200,800,0.9811794228356336,0.7122122212947168,0.9811794228356336,0.018820577164366373,797,False,300,105618,642,0.006041784302653868,0.6218995805796882,0,1.0,0.0,0.6218995805796882,0.6218995805796882,0.0,0,0.2,0.08328513245902237,0.10797110685483634,0.13823201985693254,0.061226916583262805,10,0.4569665600994276,0.15,0.15,High_Coop,Survived,Occasional,Slow,Simple
