run_id,timestamp,shock_interval_years,homophily_bias,num_groups,out_group_trust_bias,out_group_penalty,intervention_interval,intervention_scale,event_bonus,base_trust_delta,group_trust_bias,resilience_threshold,resilience_noise,turnover_rate,social_diffusion,max_rounds,initial_population,max_population,maslow_variation,constraint_threshold_min,constraint_threshold_max,recovery_threshold,cooperation_bonus,trust_threshold,max_relationships_per_person,final_cooperation_rate,behavioral_cooperation_rate,final_constrained_rate,final_population,extinction_occurred,rounds_completed,first_cascade_round,total_cascade_events,total_shock_events,total_defections,total_redemptions,net_strategy_change,redemption_rate,total_encounters,total_mutual_cooperation,total_mutual_defection,total_mixed_outcomes,cooperation_consistency,total_births,total_deaths,max_population_reached,population_stability,population_growth,avg_system_stress,max_system_stress,avg_maslow_pressure,avg_basic_needs_crisis_rate,initial_physiological,initial_safety,initial_love,initial_esteem,initial_self_actualization,final_physiological,final_safety,final_love,final_esteem,final_self_actualization,physiological_change,safety_change,love_change,esteem_change,self_actualization_change,avg_trust_level,cooperation_benefit_total,cooperation_resilience,in_group_interaction_rate,out_group_interaction_rate,avg_in_group_trust,avg_out_group_trust,trust_asymmetry,group_segregation_index,total_mixing_events,mixing_event_success_rate,reputational_spillover_events,out_group_constraint_amplifications,group_extinction_events,final_group_a_population,final_group_b_population,final_group_c_population,final_group_a_cooperation_rate,final_group_b_cooperation_rate,final_group_c_cooperation_rate,total_interactions,avg_interaction_processing_time,interaction_intensity,shock_frequency,group_complexity,trust_sensitivity,intervention_intensity,resilience_variability,social_cohesion_factor,avg_network_size,avg_out_group_penalty_accumulator,max_out_group_penalty_accumulator
2,2025-07-25T18:18:25.116320,20,0.5013349904550556,3,0.8145163936241725,1.158889999378519,25,0.16847451553804949,1.7527464748832795,0.0863893392462603,1.216108220286491,0.13671460681558414,0.04133021514075837,0.024507539667781998,0.033111499358296104,300,200,800,0.5,0.2,0.8,0.15,0.2,0.6,150,0.7686453576864536,0.2574377050634034,0.2313546423135464,657,False,300,,0,4,303544,1714,301830,0.005614922459034653,270648,69675,105517,95456,0.3349239053993189,720,261,729,0.015761396689221593,3.645,0.11401023063580427,0.6559776837045368,0.0962484188087003,0.2496194824961948,4.9897221916100305,5.5725575581108435,5.3014220771491285,4.802790424094596,5.006339239560466,5.029142256241661,6.108060675217292,7.945294157413985,1.9625571391508407,5.291158338545855,0.0394200646316305,0.5355031171064484,2.643872080264856,-2.8402332849437553,0.2848190989853885,0.41918635817019556,0,0.7686453576864536,0.6659609529721262,0.33403904702787385,0.4211997691003126,0.41717294724007853,0.004026821860234064,0.6659609529721262,12,1.0,0,0,0,221,232,204,0.7737556561085973,0.8103448275862069,0.7156862745098039,270648,0.0,411.94520547945206,0.05,3,0.10505878560249553,0.006738980621521979,0.3023101635109784,0.013879888829558911,0,0,0
14,2025-07-25T18:18:37.590734,5,0.0,1,0.8024531151274954,1.4300480539447684,0,0.29249720216732766,1.5278808063645546,0.0555179337832692,1.3249165091427682,0.35200243400303977,0.08086434024060145,0.020847415312448058,0.09497252064143363,300,200,800,0.5,0.2,0.8,0.15,0.2,0.6,150,0.015723270440251572,0.3038515970964649,0.9842767295597484,636,False,300,,0,15,245446,3327,242119,0.013373637814393042,262852,79868,64613,118371,19.32496157533517,686,248,696,0.014497124706432093,3.48,2.1074090263668475,5.047650770585825,0.10859727607617109,0.2908805031446541,5.169275470996004,4.887570001250543,5.059650709929957,5.028922410594601,5.092806976068298,5.587566987643697,5.234896425342596,7.103796906364203,0.3207959437658247,5.679231217700493,0.4182915166476935,0.34732642409205283,2.044146196434246,-4.708126466828776,0.5864242416321952,0.5494962535294997,0,0.015723270440251572,1.0,0.0,0.5494962535294997,0.5494962535294997,0.0,1.0,0,0,0,0,0,636,0,0,0.015723270440251572,0,0,262852,0.0,413.28930817610063,0.2,1,0.07355662702294838,0.29249720216732766,0.22972665081032687,0.05218704428072086,0,0,0
7,2025-07-25T18:18:57.648044,20,0.0,1,1.0785878831768054,1.10470577999426,0,0.28872929780566,1.723989698187273,0.14975814224611997,1.9047038153682556,0.262431613913913,0.07886246521810138,0.03436094393406369,0.06824926407166064,300,200,800,0.5,0.2,0.8,0.15,0.2,0.6,150,1.0,0.6694516231812228,0.0,798,False,300,,0,1,130104,612,129492,0.00468190581107133,338964,226920,19239,92805,0.6694516231812228,872,273,800,0.002369009267108644,4.0,0.02902961383968737,0.4123543845691957,0.05014447120857494,0.23809523809523808,4.801305686755377,4.851233217989293,5.021317302618079,4.888686706818708,4.783697323051338,5.56909447796664,5.5644821150455215,9.987912957949325,4.21642505863133,5.577068123402914,0.7677887912112631,0.7132488970562285,4.966595655331246,-0.6722616481873782,0.7933708003515765,0.846516725167885,0,1.0,1.0,0.0,0.846516725167885,0.846516725167885,0.0,1.0,0,0,0,0,0,798,0,0,1.0,0,0,338964,0.0,424.76691729323306,0.05,1,0.2852449049186466,0.28872929780566,0.3005067264646366,0.05777414351706036,0,0,0
3,2025-07-25T18:18:58.483854,10,0.27455358519218437,2,0.9325211580373021,1.3654113514532211,25,0.2497191233298282,2.3006226187575627,0.10990289724375453,1.6404399079870928,0.2751190112565039,0.14220720870938253,0.02907519964151319,0.04651631879494459,300,200,800,0.5,0.2,0.8,0.15,0.2,0.6,150,0.8659147869674185,0.2502930269200469,0.13408521303258145,798,False,300,,0,2,345866,1737,344129,0.004997080002186402,312258,78156,114978,119124,0.28905041314355634,870,271,800,0.0059048970474107265,4.0,0.06043024039289721,0.47371490832231855,0.07373866674967947,0.23558897243107768,5.082118417545322,5.028007810855425,5.107172458652759,5.1263684017168565,5.370915170225859,5.406854725548271,5.448794761825729,8.95382351588567,3.042839840238063,5.540114900396289,0.32473630800294906,0.42078695097030394,3.8466510572329113,-2.0835285614787935,0.16919973017042977,0.5111761168214792,0,0.8659147869674185,0.6351670733816267,0.36483292661837324,0.5892713377725805,0.43308089587037807,0.15619044190220238,0.6351670733816267,12,1.0,0,0,0,408,390,0,0.8651960784313726,0.8666666666666667,0,312258,0.0,391.30075187969925,0.1,2,0.1802890986420596,0.009988764933193128,0.5168934275385184,0.023778031210429765,0,0,0
6,2025-07-25T18:19:00.345740,2,0.02586227527798908,3,0.8230385782747934,1.2260836642705855,25,0.1461396145446629,1.9311818532164038,0.1892314349579191,1.4983213190599596,0.1430216053939616,0.0642031964775809,0.026538240415496683,0.09300032234408012,300,200,800,0.5,0.2,0.8,0.15,0.2,0.6,150,0.14160401002506265,0.007327322184826351,0.8583959899749374,798,False,300,,0,38,580012,3007,577005,0.005157636372056486,303658,2225,284063,17370,0.051745160207888746,867,269,800,0.006702950312417219,4.0,6.030938248523932,11.9535829805595,0.23688148630679368,0.31954887218045114,5.138954584910604,4.731380856574225,4.972674613647373,4.469593553949515,5.01396547069832,5.430995469482283,4.75598337903951,0.47011969838886103,0.3082780157397208,4.898474679133371,0.2920408845716782,0.02460252246528505,-4.5025549152585125,-4.161315538209794,-0.11549079156494901,0.09962804342742468,0,0.14160401002506265,0.35468849824473586,0.6453115017552642,0.04571227101521323,0.1535438158396361,-0.10783154482442288,0.35468849824473586,12,1.0,0,0,0,349,221,228,0.14613180515759314,0.11764705882352941,0.15789473684210525,303658,0.0,380.5238095238095,0.5,3,0.2835294932337583,0.005845584581786516,0.4489055782916807,0.009265440153260508,0,0,0
28,2025-07-25T18:19:02.577701,20,0.0,1,0.8226062088200347,1.454114481239952,0,0.13677529906828934,2.1994623037740277,0.18883111992553514,1.810635673565301,0.34402514546097157,0.08544667466633751,0.02302721190239101,0.023772946494056382,300,200,800,0.5,0.2,0.8,0.15,0.2,0.6,150,0.0968208092485549,0.5347003725000904,0.903179190751445,692,False,300,,0,5,164860,1510,163350,0.009076155556891266,276510,147850,37830,90830,5.522576981642725,762,268,747,0.013748421177314382,3.735,0.772548271302617,1.751240659377179,0.07007844043050612,0.20664739884393063,5.069837395520177,4.9917287913958335,4.984255408652292,5.0802647756215435,5.121551790055456,5.927625870548102,5.463657178793337,8.14544961552038,1.5391738988120005,5.752679808066888,0.8577884750279248,0.47192838739750353,3.161194206868089,-3.541090876809543,0.6311280180114318,0.7844658060957675,0,0.0968208092485549,1.0,0.0,0.7844658060957675,0.7844658060957675,0.0,1.0,0,0,0,0,0,692,0,0,0.0968208092485549,0,0,276510,0.0,399.58092485549133,0.05,1,0.34190436201646146,0.13677529906828934,0.2483733407098614,0.01864906363473149,0,0,0
19,2025-07-25T18:19:03.634571,10,0.22581719402699507,3,1.0797691196544859,1.4448411939754924,15,0.2835007488885883,2.4724498909588712,0.1354010396851963,1.3670725225495584,0.20959143604259334,0.07954583674183195,0.023132108356241483,0.012682953277759978,300,200,800,0.5,0.2,0.8,0.15,0.2,0.6,150,0.013927576601671309,0.01735730868632003,0.9860724233983287,718,False,300,,0,8,493246,3947,489299,0.007938567115788034,273948,4755,228570,40623,1.2462547636777783,771,252,753,0.018374172602920177,3.765,1.30510782110678,2.4530744208927784,0.21303483080674285,0.31058495821727017,5.1825546221177,5.0562856833059575,5.021829752321474,5.075001944598988,4.910533282769771,5.2480913181359465,5.120125521855212,1.5561218932900316,0.7458017640158034,4.7948901691535974,0.06553669601824641,0.06383983854925468,-3.4657078590314425,-4.329200180583184,-0.11564311361617374,0.1765659306540877,0,0.013927576601671309,0.4857491202710003,0.5142508797289996,0.1426539063816556,0.2104779549265198,-0.06782404854486421,0.4857491202710003,20,1.0,0,0,0,187,273,258,0.0106951871657754,0.007326007326007326,0.023255813953488372,273948,0.0,381.5431754874652,0.1,3,0.18510304087827414,0.018900049925905885,0.3795280868521106,0.002239377448930003,0,0,0
35,2025-07-25T18:19:08.258056,20,0.0,1,0.8593674515573798,1.3607728186198158,0,0.1968077578698117,2.1168620257636896,0.1843387991375059,1.567711534303201,0.11662545048182858,0.0720646654579317,0.021418732914851687,0.08549967643875926,300,200,800,0.5,0.2,0.8,0.15,0.2,0.6,150,0.973404255319149,0.5108696525729532,0.026595744680851064,564,False,300,,0,4,154311,1642,152669,0.010528813168069867,248858,127134,33814,87910,0.5248278398017224,624,258,656,0.013313332291717899,3.28,0.07973361406782584,0.39045674809653524,0.07199741351062017,0.2198581560283688,5.030531856124997,4.815148421681898,5.185100914226645,4.929668686034669,5.1274988674987005,5.680611893839089,5.772584934981602,9.85934549411269,1.6016835319765423,5.510525031728044,0.6500800377140914,0.9574365132997036,4.674244579886045,-3.3279851540581262,0.3830261642293431,0.7557434333854346,0,0.973404255319149,1.0,0.0,0.7557434333854346,0.7557434333854346,0.0,1.0,0,0,0,0,0,564,0,0,0.973404255319149,0,0,248858,0.0,441.23758865248226,0.05,1,0.288990061627469,0.1968077578698117,0.6179154306388733,0.06461581902517168,0,0,0
15,2025-07-25T18:19:11.392752,5,0.0,1,1.1914003242808833,1.4722156502511259,0,0.07680934660464563,2.24240923803639,0.11502589418279018,1.6881844137680693,0.2616822870504617,0.04638995483344755,0.02763990382762821,0.006349583320963137,300,200,800,0.5,0.2,0.8,0.15,0.2,0.6,150,0.78562421185372,0.24701190134328835,0.21437578814627994,793,False,300,,0,18,331929,4219,327710,0.012551019193926484,313410,77416,98786,137208,0.3144148278735597,862,269,800,0.012212490126645895,4.0,1.7946663528444329,4.852807706331506,0.10726922221002659,0.23959646910466584,5.074442272044021,5.182601992292912,4.877989434183957,4.618502128794132,5.131551039250615,5.482123937551202,5.572052503289833,8.259337326281065,0.35172069786710614,5.2964091319741335,0.4076816655071802,0.3894505109969213,3.381347892097108,-4.2667814309270256,0.16485809272351837,0.6143512330441906,0,0.78562421185372,1.0,0.0,0.6143512330441906,0.6143512330441906,0.0,1.0,0,0,0,0,0,793,0,0,0.78562421185372,0,0,313410,0.0,395.22068095838586,0.2,1,0.1941849217391216,0.07680934660464563,0.1772758689796299,0.00390087434255053,0,0,0
8,2025-07-25T18:19:14.948029,10,0.45927422674143625,2,1.0056366869568543,1.107551114095945,25,0.20167950274950108,2.21390357391025,0.13974330786511668,1.3673242169440882,0.31361735171652505,0.0962246411155303,0.03405932648588154,0.0867240603300056,300,200,800,0.5,0.2,0.8,0.15,0.2,0.6,150,0.19011406844106463,0.45892215924266255,0.8098859315589354,789,False,300,,0,5,248929,1949,246980,0.0077687162684651504,336970,154643,68766,113561,2.413930557616405,880,289,800,0.0031501669252502747,4.0,0.4760630350396099,1.5830563695011106,0.07827697685502882,0.18377693282636248,4.879737726181671,5.034636578435199,4.959545157032085,5.0814825226523865,5.13603338995132,5.772364897164125,5.859578703704794,7.752457805533332,1.8421080233586133,5.3799951050517105,0.892627170982454,0.8249421252695948,2.7929126485012468,-3.239374499293773,0.2439617151003901,0.6039520574280428,0,0.19011406844106463,0.7278066296702971,0.2721933703297029,0.6870810810130772,0.5208230338430083,0.16625804717006887,0.7278066296702971,12,1.0,0,0,0,406,383,0,0.2044334975369458,0.17493472584856398,0,336970,0.0,427.084917617237,0.1,2,0.19107440899984732,0.008067180109980043,0.3068218023934677,0.05237717466482059,0,0,0
