run_id,shock_interval_years,homophily_bias,num_groups,out_group_trust_bias,out_group_penalty,intervention_interval,intervention_scale,event_bonus,base_trust_delta,group_trust_bias,resilience_threshold,resilience_noise,turnover_rate,social_diffusion,max_rounds,initial_population,max_population,final_cooperation_rate,final_constrained_rate,final_population,extinction_occurred,rounds_completed,total_defections,total_redemptions,avg_trust_level,cooperation_benefit_total,in_group_interaction_rate,out_group_interaction_rate,avg_in_group_trust,avg_out_group_trust,trust_asymmetry,total_mixing_events,shock_frequency,trust_sensitivity,intervention_intensity,resilience_variability,social_cohesion_factor,outcome_category,extinction_category,shock_severity,trust_development,group_complexity
10,5,0.15556974638062862,2,1.180936493320826,1.2364200000172854,15,0.16343523507815677,1.842129006244095,0.13675021338219617,1.9084923238339375,0.1460734065607961,0.11499214441588679,0.04104127565570111,0.056637162325875005,300,200,800,0.0,1.0,1,False,300,1211020,161,0.12297939205991094,0,0.5860838903795534,0.41391610962044656,0.11900084392853513,0.12695794019128676,-0.007957096262751623,20,0.2,0.26098673252257437,0.010895682338543785,0.78722162454688,0.0069652037908346,,Survived,Occasional,Fast,Moderate
11,10,0.0,1,0.9583509101933487,1.2782334087779503,0,0.21901049308009107,1.5916897318741712,0.14312295734722694,1.2294725531489015,0.327482553505891,0.10160515272236163,0.024424242688649775,0.02758527807106205,300,200,800,0.0,0.0,0,True,300,831239,104,0.5,0,1.0,0.0,0.5,0.5,0.0,0,0.1,0.17596574778391644,0.21901049308009107,0.31026126929395,0.013792639035531025,,Extinct,Rare,Moderate,Simple
12,5,0.28305694643409524,2,0.8200195453889314,1.2032709012224172,10,0.2190234473952677,1.7908954831919917,0.09709241862179052,1.917287122096507,0.2943680267676674,0.03502974061254166,0.042981626269502256,0.058631850402511856,300,200,800,0.0,0.0,0,True,299,956713,102,0.5,0,0.6435679360028673,0.35643206399713273,0.5,0.5,0.0,29,0.2,0.18615404387676207,0.02190234473952677,0.11899981461026404,0.029315925201255928,,Extinct,Occasional,Moderate,Moderate
13,5,0.0,1,1.046774794786401,1.1590208689197252,0,0.11099291925359704,1.839923288518956,0.17089504682621381,1.22024764496,0.14430979490269552,0.02304600478414626,0.03477982436158109,0.08301112547553566,300,200,800,0.0,1.0,3,False,300,2333384,476,0.048872178191553865,0,1.0,0.0,0.048872178191553865,0.048872178191553865,0.0,0,0.2,0.20853427842501632,0.11099291925359704,0.1596981327545064,0.004056934516121815,,Survived,Occasional,Fast,Simple
14,2,0.0,1,0.8900898583385225,1.1279385735891285,0,0.13306390520789207,1.619461491441184,0.17603019012375254,1.2836332834987036,0.3472665487863138,0.04483204565459464,0.03748937856622714,0.010605892468653134,300,200,800,0.0,0.0,0,True,299,739816,99,0.5,0,1.0,0.0,0.5,0.5,0.0,0,0.5,0.22595821094345356,0.13306390520789207,0.1290998105382776,0.005302946234326567,,Extinct,Frequent,Fast,Simple
15,5,0.0,1,0.838071980922285,1.3429191470657762,0,0.1433778179238931,1.8063704854460885,0.165469114492516,1.8422199792165954,0.2968799017116138,0.08543572185885569,0.04671841036741119,0.09791494647148907,300,200,800,0.0,1.0,1,False,300,1404848,180,0.03138508983093481,0,1.0,0.0,0.03138508983093481,0.03138508983093481,0.0,0,0.2,0.3048305086613913,0.1433778179238931,0.28777873263326226,0.003073069390798858,,Survived,Occasional,Fast,Simple
16,2,0.0,1,1.0771685021289594,1.2973312181603667,0,0.22789931713574574,1.6890981206237448,0.059479902543600575,1.5345836928802212,0.37038377319081794,0.053572789088062414,0.04759781298181638,0.020555718118801736,300,200,800,0.0,0.0,0,True,300,1003987,121,0.5,0,1.0,0.0,0.5,0.5,0.0,0,0.5,0.09127688849751424,0.22789931713574574,0.14464129631419426,0.010277859059400868,,Extinct,Frequent,Slow,Simple
17,5,0.03026278184284932,2,1.054537141210003,1.3359468328479618,15,0.2229459043608994,1.8875273489074815,0.05543744099522121,1.3463650845195207,0.26462336980822115,0.14450649635397111,0.04751759982782079,0.07375593938681518,300,200,800,0.0,0.0,0,True,298,756137,94,0.5,0,0.514344851984149,0.485655148015851,0.5,0.5,0.0,19,0.2,0.07463903493107694,0.014863060290726626,0.5460836526218316,0.03687796969340759,,Extinct,Occasional,Slow,Moderate
18,5,0.0,1,0.8401960185033797,1.3923334839531787,0,0.21796263967192187,1.9988131576530712,0.15378764438407788,1.6335184859433258,0.32529919402934326,0.04185705982742846,0.03079832504558061,0.06608758149942243,300,200,800,0.0,0.0,0,True,298,896997,134,0.5,0,1.0,0.0,0.5,0.5,0.0,0,0.2,0.2512149600110695,0.21796263967192187,0.1286724977979896,0.03304379074971121,,Extinct,Occasional,Fast,Simple
19,20,0.0,1,0.8415274250141759,1.1021547898305735,0,0.05055685601776065,1.9953821994586018,0.13769854487565097,1.2574508539582412,0.17252443104896367,0.0041262655840980655,0.04760697910895496,0.01349927306884411,300,200,800,0.0,1.0,3,False,300,2343339,476,0.07675028324631436,0,1.0,0.0,0.07675028324631436,0.07675028324631436,0.0,0,0.05,0.17314915284269453,0.05055685601776065,0.023916992851447234,0.0010360730316531287,,Survived,Rare,Moderate,Simple
20,2,0.23303945125747427,3,0.9557143849739695,1.4773417258684005,25,0.2772477524264044,1.8004559500610913,0.05857181657042902,1.9616208815105556,0.3607558593733502,0.12868921244679135,0.04073856422728531,0.04270997488339903,300,200,800,0.0,0.0,0,True,299,727799,66,0.5,0,0.48610977800326344,0.5138902219967365,0.5,0.5,0.0,11,0.5,0.11489569845255955,0.011089910097056177,0.35672105969485995,0.021354987441699516,,Extinct,Frequent,Moderate,Complex
21,20,0.29118894236472637,3,0.9356727782652215,1.1501208765816464,25,0.20547695764781704,2.258162158072921,0.05164811150055678,1.8204874594246467,0.24540326619117087,0.02575709087943785,0.023963841659895124,0.00938169782633045,300,200,800,0.0,0.0,0,True,299,810311,110,0.5,0,0.529630312642152,0.470369687357848,0.5,0.5,0.0,11,0.05,0.09402473928972949,0.008219078305912682,0.10495822357707699,0.004690848913165225,,Extinct,Rare,Slow,Complex
22,10,0.0,1,0.8724760898737053,1.1042262880448468,0,0.06706185647324824,2.292061116582453,0.11506851765746812,1.2341288053646278,0.25961173658188985,0.046501202192896225,0.026704118187856934,0.09105329919558235,300,200,800,0.0,0.0,0,True,300,1187246,185,0.5,0,1.0,0.0,0.5,0.5,0.0,0,0.1,0.1420093722316897,0.06706185647324824,0.17911825869331705,0.04552664959779117,,Extinct,Rare,Moderate,Simple
23,5,0.15083108134612078,2,1.0051857541416784,1.4225053132523342,15,0.10979999999236535,2.1381133624867728,0.1892744938621706,1.5971534788325332,0.15625520207604823,0.012255636834125316,0.0284716968146025,0.004751735112840195,300,200,800,0.0,0.0,0,True,299,892212,112,0.5,0,0.5739122966307575,0.42608770336924245,0.5,0.5,0.0,19,0.2,0.3023004163262327,0.007319999999491024,0.07843346443058317,0.0023758675564200973,,Extinct,Occasional,Fast,Moderate
24,5,0.0,1,0.8620474129590222,1.147136478152856,0,0.15604675964222087,1.6271585694160857,0.16042839362502864,1.7945054977970583,0.19977403317206205,0.05684168596479617,0.02847259537095795,0.05266464571294482,300,200,800,0.0,1.0,6,False,300,2024752,334,0.03352161882552345,0,1.0,0.0,0.03352161882552345,0.03352161882552345,0.0,0,0.2,0.2878896343628644,0.15604675964222087,0.28452990142036816,0.001765404179170574,,Survived,Occasional,Fast,Simple
25,5,0.0,1,0.9116360884328035,1.1831333208880765,0,0.23901543798187302,1.9886578240443877,0.13651435799626283,1.8624026254352237,0.28741158115142396,0.10637704171538029,0.044383958585257774,0.0004013973507546842,300,200,800,0.0,0.0,0,True,300,1497323,198,0.5,0,1.0,0.0,0.5,0.5,0.0,0,0.2,0.2542446987418439,0.23901543798187302,0.37012093002381524,0.0002006986753773421,,Extinct,Occasional,Fast,Simple
26,10,0.5517039474539184,2,1.1567014466956287,1.135777817075429,25,0.12707320989855625,1.6786056367237054,0.06388942069774022,1.3151415927971255,0.1623482593453634,0.10194623851738936,0.027135499719604404,0.015313295788840709,300,200,800,0.0,0.0,0,True,299,1210263,159,0.5,0,0.7769485386473232,0.22305146135267684,0.5,0.5,0.0,11,0.1,0.0840236344993117,0.00508292839594225,0.6279478383597521,0.0076566478944203546,,Extinct,Rare,Slow,Moderate
27,20,0.03157123865691221,2,0.8332622666082312,1.3403380436685617,15,0.08775972339427386,2.27434071030887,0.1950105157685626,1.562516463294654,0.20266186986141382,0.003079008967047675,0.04834893868046246,0.0812782296112067,300,200,800,0.0,1.0,1,False,300,1084201,155,0.0976510227461439,0,0.5151562205693861,0.4848437794306138,0.09667510631661247,0.09862693917567533,-0.001951832859062863,19,0.05,0.30470714140396077,0.005850648226284924,0.015192838046708994,0.007936902248530253,,Survived,Rare,Fast,Moderate
28,2,0.0008723485208440352,3,0.8728830281674321,1.229994774376702,20,0.223525391468134,2.2713065781559347,0.08480899993935125,1.818969407721779,0.3546174007417544,0.07503964973275379,0.033670464182518046,0.07890500978087048,300,200,800,0.0,0.0,0,True,298,713500,66,0.5,0,0.33196178889314826,0.6680382111068518,0.5,0.5,0.0,14,0.5,0.15426497638915812,0.0111762695734067,0.21160735366000963,0.03945250489043524,,Extinct,Frequent,Moderate,Complex
29,20,0.0,1,1.09860059099906,1.308447289458747,0,0.2906647699082593,1.8329439858951317,0.19124567155808364,1.538912160771854,0.315944022267866,0.09038726001980801,0.022954745940530888,0.048136654057595096,300,200,800,0.0,0.0,0,True,299,894154,117,0.5,0,1.0,0.0,0.5,0.5,0.0,0,0.05,0.2943102896557148,0.2906647699082593,0.28608631165420567,0.024068327028797548,,Extinct,Rare,Fast,Simple
